user_id,category_id,item_title,item_counter_style,Quantity,detailed_descrip,selling_method,min_bid_amount,bid_increment,shipping_cost,Currency,reserve_price,quick_buy_price,bid_starting_date,start_delay,Status,Picture1,picture2,picture3,payment_name,expire_date,payment_id,tax,no_of_repost,features
15,213,Nokia Ngauge,1,10,Nokia N Gauge,Dutch Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,213,Nokia Ngauge,1,10,Nokia N Gauge,Dutch Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
15,224,Sony w310 i,2,1,Sonyw310i,Simple Auction,10000,50,10,Rs,11000,12000,19/01/2008,0,Active,,,,Paypal,19/02/2008,1,0.5,4,Yes
